Title,Author,Year,Download Link,Language
"Recovering Your Story: Proust, Joyce, Woolf, Faulkner, Morrison 140006094X, 9781400060948",Arnold Weinstein,2006,https://download.library.lol/main/3206000/828d188687a26cacf15357e9d3a9e1ad/Arnold%20Weinstein%20-%20Recovering%20Your%20Story_%20Proust%2C%20Joyce%2C%20Woolf%2C%20Faulkner%2C%20Morrison-Random%20House%20%282006%29.epub,English
"The Guide to James Joyce's Ulysses 142144349X, 9781421443492",Patrick Hastings,2022,https://download.library.lol/main/3207000/733057d0929017e375786c82f38ee5d6/Patrick%20Hastings%20-%20The%20Guide%20to%20James%20Joyce%27s%20Ulysses-Johns%20Hopkins%20University%20Press%20%282022%29.epub,English
Write Every Day: Daily Practice to Kickstart Your Creative Writing [1 ed.] 9781784883355,Harriet Griffey,2020,https://download.library.lol/main/3208000/d9e219d4b27e3bcffe3507902976a72e/Harriet%20Griffey%20-%20Write%20Every%20Day_%20Daily%20Practice%20to%20Kickstart%20Your%20Creative%20Writing-Hardie%20Grant%20London%20%282020%29.epub,English
"Columbia Readings of Buddhist LiteratureReadings of Śāntideva's Guide to Bodhisattva Practice 0231192665, 9780231192668","Jonathan C. Gold, Douglas S. Duckworth",2019,https://download.library.lol/main/3208000/31318682f11329bad31ebccb9e416e75/%28Columbia%20Readings%20of%20Buddhist%20Literature%29%20Jonathan%20C.%20Gold%2C%20Douglas%20S.%20Duckworth%20-%20Readings%20of%20%C5%9A%C4%81ntideva%27s%20Guide%20to%20Bodhisattva%20Practice-Columbia%20University%20Press%20%282019%29.epub,English
"Matters of Style [1 ed.] 067260664X, 9780672606649",Josiah Mitchell Morse,1968,https://download.library.lol/main/3209000/519704c36b6e46174bf9e1d23dea85f6/Josiah%20Mitchell%20Morse%20-%20Matters%20of%20Style-Bobbs-Merrill%20%281968%29.pdf,English
"How To Write A PhD In Biological Sciences: A Guide For The Uninitiated [1 ed.] 1032080213, 9781032080215, 1032080205, 9781032080208, 1003212565, 9781003212560, 1032116412, 9781032116419, 1032116447, 9781032116440, 1003220886, 9781003220886, 100054835X, 9781000548358, 1000548317, 9781000548310",John Measey,2022,https://download.library.lol/main/3210000/e48898f670c451ce9d4196d133d7a454/John%20Measey%20-%20How%20To%20Write%20A%20PhD%20In%20Biological%20Sciences_%20A%20Guide%20For%20The%20Uninitiated-CRC%20Press%20_%20Taylor%20%26%20Francis%20Group%20%282022%29.pdf,English
"Cham: The Best Comic Strips and Graphic Novelettes, 1839–1862 1496816188, 9781496816184",David Kunzle,2019,https://download.library.lol/main/3210000/85d00b81757975e58ae6574006cfbf4b/David%20Kunzle%20-%20Cham_%20The%20Best%20Comic%20Strips%20and%20Graphic%20Novelettes%2C%201839%E2%80%931862-University%20Press%20of%20Mississippi%20%282019%29.epub,English
"African Writers Talking: A collection of radio interviews [cloth ed.] 084190118X, 9780841901186",Cosmo Pieterse; Dennis Duerden,1972,https://download.library.lol/main/3219000/77935810f72724d1ce0c1899a6d79864/Cosmo%20Pieterse_%20Dennis%20Duerden%20-%20African%20Writers%20Talking_%20A%20collection%20of%20radio%20interviews-Africana%20Publishing%20Corporation%20%281972%29.pdf,English
"Studies in English Literature, 70Beowulf 0713161477, 9780713161472, 0713161485, 9780713161489",Tom A. Shippey,1978,https://download.library.lol/main/2990000/5ba4d0ca509d4fa98fbf725ce6c58e09/%28Studies%20in%20English%20Literature%2C%2070%29%20Tom%20A.%20Shippey%20-%20Beowulf-Edward%20Arnold%20%281978%29.pdf,English
"The BasicsTragedy: The Basics 2016020506, 9781138798908, 9781138798915, 9781315756349",Sean McEvoy,2017,https://download.library.lol/main/2990000/b64ed265e946263d68c1ccb6cd75486e/%28The%20Basics%29%20Sean%20McEvoy%20-%20Tragedy_%20The%20Basics-Routledge%20%282017%29.pdf,English
Indian Writing in English [5 ed.],"Srinivasa Iyengar, Kodaganallur Ramaswamy Srinivasa Iyengar",1985,https://download.library.lol/main/2992000/20f5477ea048eb73f1ae2f209773796e/Srinivasa%20Iyengar%2C%20Kodaganallur%20Ramaswamy%20Srinivasa%20Iyengar%20-%20Indian%20Writing%20in%20English-Sterling%20Publishers%20%281985%29.pdf,English
"Iranian studies series (7)Gog and Magog: The Clans of Chaos in World Literature 9781557534699, 1557534691, 9789051708592, 9051708599",Faustina C.W. Doufikar-Aerts; Sen McGlinn; Ali Asghar Seyed-Gohrab,2007,https://download.library.lol/main/2992000/0cb1a0e4b8f9a91df211580c911857a7/%28Iranian%20studies%20series%20%287%29%29%20Faustina%20C.W.%20Doufikar-Aerts_%20Sen%20McGlinn_%20Ali%20Asghar%20Seyed-Gohrab%20-%20Gog%20and%20Magog_%20The%20Clans%20of%20Chaos%20in%20World%20Literature-Purdue%20University%20Press_%20Rozenberg%20Pubs.%20%282007%29.pdf,English
"The Nineteenth CenturyLife Writing and Victorian Culture 0754635317, 9780754635314, 9781138277984, 9781315250502, 2005005544",David Amigoni,2006,https://download.library.lol/main/2992000/bca213da52585bcb983e0f173bad0a61/%28The%20Nineteenth%20Century%29%20David%20Amigoni%20-%20Life%20Writing%20and%20Victorian%20Culture-Ashgate%20_%20Routledge%20%282006%29.pdf,English
"Studies in World Literature, 3From New National to World Literature: Essays and Reviews 9783838268569",Bruce King,2016,https://download.library.lol/main/2992000/a5aecdbe0426ed7120f88214a683a82c/%28Studies%20in%20World%20Literature%2C%203%29%20Bruce%20King%20-%20From%20New%20National%20to%20World%20Literature_%20Essays%20and%20Reviews-ibidem%20%282016%29.epub,English
"Routledge Studies in Nineteenth Century LiteratureVictorian Pets and Poetry 9780367768805, 9780367768843, 9781003168782",Kevin A. Morrison,2021,https://download.library.lol/main/2992000/7b86102a50ba0e204e2088cfcb3ee59d/%28Routledge%20Studies%20in%20Nineteenth%20Century%20Literature%29%20Kevin%20A.%20Morrison%20-%20Victorian%20Pets%20and%20Poetry-Routledge%20%282021%29.pdf,English
"Gothic Literary StudiesThe Nature of the Beast: Transformations of the Werewolf from the 1970s to the Twenty-First Century 9781786834560, 9781786834577",Carys Elizabeth Crossen,2018,https://download.library.lol/main/2992000/f3a83cca6842fedae9194b03adafe451/%28Gothic%20Literary%20Studies%29%20Carys%20Elizabeth%20Crossen%20-%20The%20Nature%20of%20the%20Beast_%20Transformations%20of%20the%20Werewolf%20from%20the%201970s%20to%20the%20Twenty-First%20Century-University%20of%20Wales%20Press%20%282018%29.pdf,English
"The Expression of Things : Themes in Thomas Hardy's Fiction and Poetry 9781845198121, 9781782844471, 2017032565",John Hughes,2018,https://download.library.lol/main/2992000/d1723b7579112b898eeedb553b743bef/John%20Hughes%20-%20The%20Expression%20of%20Things%20_%20Themes%20in%20Thomas%20Hardy%27s%20Fiction%20and%20Poetry-Sussex%20Academic%20Press%20%282018%29.pdf,English
"Routledge Research in American Literature and CultureMixed Media in Contemporary American Literature: Voices Gone Viral 9780367563516, 9781032028811, 9781003097372",Joelle Mann,2021,https://download.library.lol/main/2993000/39d795d2d0e056321a4e315c6e22ff16/%28Routledge%20Research%20in%20American%20Literature%20and%20Culture%29%20Joelle%20Mann%20-%20Mixed%20Media%20in%20Contemporary%20American%20Literature_%20Voices%20Gone%20Viral-Routledge%20%282021%29.pdf,English
"Shakespeare's Representation of Weather, Climate and Environment: The Early Modern Fated Sky 9781474442527, 9781474442541, 9781474442558",Sophie Chiari,2019,https://download.library.lol/main/2993000/0c01e07e22bfe91077f6e602b29d3dc9/Sophie%20Chiari%20-%20Shakespeare%27s%20Representation%20of%20Weather%2C%20Climate%20and%20Environment_%20The%20Early%20Modern%20Fated%20Sky-Edinburgh%20University%20Press%20%282019%29.pdf,English
Wallace Stevens and the Poetics of Modernist Autonomy 9781108491778,Gül Bilge Han,2019,https://download.library.lol/main/2993000/6d15ff21e91f669ba7848a83dfd79547/G%C3%BCl%20Bilge%20Han%20-%20Wallace%20Stevens%20and%20the%20Poetics%20of%20Modernist%20Autonomy-Cambridge%20University%20Press%20%282019%29.pdf,English
"An Illustrated History of Indian Literature in English [1 ed.] 8178240319, 9788178240312",Arvind Krishna Mehrotra,2003,https://download.library.lol/main/2999000/f7c6ec87cfd7e5a0acdaa74707eef655/Arvind%20Krishna%20Mehrotra%20-%20An%20Illustrated%20History%20of%20Indian%20Literature%20in%20English-Permanent%20Black%20%282003%29.pdf,English
Novelist Tagore: Gender and Modernity in Selected Texts 9780415840439,Radha Chakravarty,2013,https://download.library.lol/main/2999000/78c595df88c2f22078895a9b0c59e691/Radha%20Chakravarty%20-%20Novelist%20Tagore_%20Gender%20and%20Modernity%20in%20Selected%20Texts-Routledge%20India%20%282013%29.pdf,English
"Cambridge studies in nineteenth-century literature, 75.Urban realism and the cosmopolitan imagination in the nineteenth century : visible city, invisible world 9781107663695, 9780521762649, 2010023059",Tanya Agathocleous,2011,https://download.library.lol/main/2999000/ccb6d4526e06f90bba9e3ffc3acc53d8/%28Cambridge%20studies%20in%20nineteenth-century%20literature%2C%2075.%29%20Tanya%20Agathocleous%20-%20Urban%20realism%20and%20the%20cosmopolitan%20imagination%20in%20the%20nineteenth%20century%20_%20visible%20city%2C%20invisible%20world-Cambridge%20Univer.pdf,English
"The Varieties of Joycean Experience 9781785274596, 1785274597",Tim Conley,2020,https://download.library.lol/main/3000000/5397548866963cf53e802a293576f669/Tim%20Conley%20-%20The%20Varieties%20of%20Joycean%20Experience-Anthem%20Press%20%28Wimbledon%29%20%282020%29.pdf,English
"The Cambridge History of the Gothic: Volume 2. Gothic in the Nineteenth Century 9781108662017, 9781108472715, 9781108561082","Angela Wright, Dale Townshend (editors)",2020,https://download.library.lol/main/3000000/9138663cb27174b8c8e15e11666d8cea/Angela%20Wright%2C%20Dale%20Townshend%20%28editors%29%20-%20The%20Cambridge%20History%20of%20the%20Gothic_%20Volume%202.%20Gothic%20in%20the%20Nineteenth%20Century-Cambridge%20University%20Press%20%282020%29.pdf,English
"Irregular Unions: Clandestine Marriage in Early Modern English Literature [1 ed.] 2020015143, 2020015144, 9781501753473, 9781501753497, 9781501753480",Katharine Cleland,2021,https://download.library.lol/main/3001000/80e270ef6d59a35eb8668021c623ba2a/Katharine%20Cleland%20-%20Irregular%20Unions_%20Clandestine%20Marriage%20in%20Early%20Modern%20English%20Literature-Cornell%20University%20Press%20%282021%29.pdf,English
"(Culture & Conflict, 16)Terrorizing Images: Trauma and Ekphrasis in Contemporary Literature 9783110692907, 9783110693959, 9783110694031, 2020908026","Unni Armstrong, Charles Ivan / Langas",2020,https://download.library.lol/main/3001000/9ebf769dc1f4838b3e7a366e3a2b9099/%28%28Culture%20%26%20Conflict%2C%2016%29%29%20Unni%20Armstrong%2C%20Charles%20Ivan%20_%20Langas%20-%20Terrorizing%20Images_%20Trauma%20and%20Ekphrasis%20in%20Contemporary%20Literature-De%20Gruyter%20%282020%29.pdf,English
"(Methuen Drama Engage)Harold Pinter: Stages, Networks, Collaborations 9781350172784, 9781350104365, 9781350082946, 9781350055452, 9781472592194, 9781474213165, 9781472598660, 9781474281690",Catriona Fallow (editor),2021,https://download.library.lol/main/3001000/47f17c315484a0a0d7ee148a2b5ac5f7/%28%28Methuen%20Drama%20Engage%29%29%20Catriona%20Fallow%20%28editor%29%20-%20Harold%20Pinter_%20Stages%2C%20Networks%2C%20Collaborations-Methuen%20Drama%20%282021%29.pdf,English
"Cambridge Companions to Literature and ClassicsThe Cambridge Companion to Elizabeth Bishop 9781107672543, 9781107029408, 2013027355","Anglus Cleghorn, Jonathan Ellis",2014,https://download.library.lol/main/3002000/5ee48d92a04a4027fc7f7976c3a096e4/%28Cambridge%20Companions%20to%20Literature%20and%20Classics%29%20Anglus%20Cleghorn%2C%20Jonathan%20Ellis%20-%20The%20Cambridge%20Companion%20to%20Elizabeth%20Bishop-Cambridge%20University%20Press%20%282014%29.pdf,English
"MaCatAn Analysis of Homi K. Bhabha’s The Location of Culture [1 ed.] 9781912302826, 9781912127276, 9781912281701","Stephen Fay, Liam Haydon",2017,https://download.library.lol/main/3005000/132b7723c34721d0ec0a4bd3a7d166ee/%28MaCat%29%20Stephen%20Fay%2C%20Liam%20Haydon%20-%20An%20Analysis%20of%20Homi%20K.%20Bhabha%E2%80%99s%20The%20Location%20of%20Culture-MaCat%20Library%2C%20Routledge%20%282017%29.pdf,English
"Hellenism and Loss in the Work of Virginia Woolf 9781409404453, 9781315586557",Theodore Koulouris,2011,https://download.library.lol/main/3006000/bcf7ae354d9c841674fd97fa350ee930/Theodore%20Koulouris%20-%20Hellenism%20and%20Loss%20in%20the%20Work%20of%20Virginia%20Woolf-Ashgate_%20Routledge%20%282011%29.pdf,English
"Rivers in Russian Literature 9781644531938, 9781644531945, 9781644531952",Margaret Ziolkowski,2020,https://download.library.lol/main/3007000/787c5a45ccaa334ac3f13aae0003428a/Margaret%20Ziolkowski%20-%20Rivers%20in%20Russian%20Literature-University%20of%20Delaware%20Press%20%282020%29.pdf,English
"For Dignity, Justice, and Revolution: An Anthology of Japanese Proletarian Literature 9780226068367, 9780226068374, 9780226034782, 2015017707","Heather Bowen-Struyk (editor), Norma Field (editor)",2016,https://download.library.lol/main/3008000/17611aea52cbc144208c3cb5df085784/Heather%20Bowen-Struyk%20%28editor%29%2C%20Norma%20Field%20%28editor%29%20-%20For%20Dignity%2C%20Justice%2C%20and%20Revolution_%20An%20Anthology%20of%20Japanese%20Proletarian%20Literature-University%20of%20Chicago%20Press%20%282016%29.pdf,English
"Joyce's Kaleidoscope: An Invitation to Finnegans Wake 9780195321036, 2006031551",Philip Kitcher,2007,https://download.library.lol/main/3009000/877ee9eacf5faec1a8d9890b2e6d8a79/Philip%20Kitcher%20-%20Joyce%27s%20Kaleidoscope_%20An%20Invitation%20to%20Finnegans%20Wake-Oxford%20University%20Press%20%282007%29.pdf,English
"Routledge Studies in Nineteenth Century LiteratureThe Matrilineal Heritage of Louisa May Alcott and Christina Rossetti 9780367514402, 9780367514419, 9781003053859",Azelina Flint,2021,https://download.library.lol/main/3009000/7bdb0ce0c3c7f47d64e001fa74c65a01/%28Routledge%20Studies%20in%20Nineteenth%20Century%20Literature%29%20Azelina%20Flint%20-%20The%20Matrilineal%20Heritage%20of%20Louisa%20May%20Alcott%20and%20Christina%20Rossetti-Routledge%20%282021%29.pdf,English
"Modern French Identities, 129Stains / Les taches: Communication and Contamination in French and Francophone Literature and Culture 2018013462, 9781787074439, 9781787074446, 9781787074453, 9781787074460",Zoe Angelis and Blake Gutt,2019,https://download.library.lol/main/3009000/647bc3c84280417ac9f5069839c4dfa5/%28Modern%20French%20Identities%2C%20129%29%20Zoe%20Angelis%20and%20Blake%20Gutt%20-%20Stains%20_%20Les%20taches_%20Communication%20and%20Contamination%20in%20French%20and%20Francophone%20Literature%20and%20Culture-Peter%20Lang%20AG%20%282019%29.pdf,English
"Retranslation: Translation, Literature and Reinterpretation [1 ed.] 9781441147349, 9781474275477, 9781441154668, 9781472585080, 2014003415",Sharon Deane-Cox,2014,https://download.library.lol/main/3010000/11e478c6226fff5eca7b59c803e1d165/Sharon%20Deane-Cox%20-%20Retranslation_%20Translation%2C%20Literature%20and%20Reinterpretation-Bloomsbury%20Academic%20%282014%29.pdf,English
"Routledge Studies in Nineteenth Century Literature, 9Science and Religion in Neo-Victorian Novels: Eye of the Ichthyosaur 2012046649, 9780415819435, 9780203383230",John Glendening,2013,https://download.library.lol/main/3010000/4f26ebcd9ab6b667a3aaccaa974c49e1/%28Routledge%20Studies%20in%20Nineteenth%20Century%20Literature%2C%209%29%20John%20Glendening%20-%20Science%20and%20Religion%20in%20Neo-Victorian%20Novels_%20Eye%20of%20the%20Ichthyosaur-Routledge%20%282013%29.pdf,English
"Reading India Now: Contemporary Formations in Literature and Popular Culture 2018030500, 2018052302, 9781439916650, 9781439916636",Ulka Anjaria,2019,https://download.library.lol/main/3010000/af1c12c2d8ceaf19ffaeff82ef058fd6/Ulka%20Anjaria%20-%20Reading%20India%20Now_%20Contemporary%20Formations%20in%20Literature%20and%20Popular%20Culture-Temple%20University%20Press%20%282019%29.pdf,English
Routledge Studies in Renaissance Literature and Culture Book 1Stillness in Motion in the Seventeenth Century Theater [1 ed.],PA Skantze,2003,https://download.library.lol/main/3010000/ea662b49d4f698b5ff6f1869d9f0b93d/%28Routledge%20Studies%20in%20Renaissance%20Literature%20and%20Culture%20Book%201%29%20PA%20Skantze%20-%20Stillness%20in%20Motion%20in%20the%20Seventeenth%20Century%20Theater-Routledge%20%282003%29.epub,English
"The Routledge Research Companion to Popular Romance Fiction 9781472443304, 9781315613468","Jayashree Kamblé, Eric Murphy Selinger, Hsu-Ming Teo",2020,https://download.library.lol/main/3011000/bf40afbf40483c16ae9c5b031d2ff1f3/Jayashree%20Kambl%C3%A9%2C%20Eric%20Murphy%20Selinger%2C%20Hsu-Ming%20Teo%20-%20The%20Routledge%20Research%20Companion%20to%20Popular%20Romance%20Fiction-Routledge%20%282020%29.pdf,English
"(New Comparative Criticism 10)The Conflict Revisited; The Second World War in Post-Postmodern Fiction [1 ed.] 1789972094, 9781789972092",Marco Malvestio,2021,https://download.library.lol/main/3012000/0bbf83f35fcc7f1b4a4e2f694a861bbc/%28%28New%20Comparative%20Criticism%2010%29%29%20Marco%20Malvestio%20-%20The%20Conflict%20Revisited_%20The%20Second%20World%20War%20in%20Post-Postmodern%20Fiction-Peter%20Lang%20UK%20%282021%29.pdf,English
"Youth Culture and the Post-War British Novel: From Teddy Boys to Trainspotting [Illustrated] 1350067857, 9781350067851",Stephen Ross,2018,https://download.library.lol/main/3012000/52e49dc9a2269179043a78d22a5ca204/Stephen%20Ross%20-%20Youth%20Culture%20and%20the%20Post-War%20British%20Novel_%20From%20Teddy%20Boys%20to%20Trainspotting-Bloomsbury%20Academic%20%282018%29.pdf,English
"(Toronto Italian Studies)Righteous Anger in Contemporary Italian Literary and Cinematic Narratives 1487506880, 9781487506889",Stefania Lucamante,2020,https://download.library.lol/main/3013000/0f08f74908bf953b396b9193f82d8276/%28%28Toronto%20Italian%20Studies%29%29%20Stefania%20Lucamante%20-%20Righteous%20Anger%20in%20Contemporary%20Italian%20Literary%20and%20Cinematic%20Narratives-University%20of%20Toronto%20Press%20%282020%29.pdf,English
"(Literary Criticism and Cultural Theory)Promiscuity in Western Literature [1 ed.] 0367228343, 9780367228347",Peter Stoneley,2020,https://download.library.lol/main/3013000/0a9b906b17b712e692dc3d8dbae5cc3d/%28%28Literary%20Criticism%20and%20Cultural%20Theory%29%29%20Peter%20Stoneley%20-%20Promiscuity%20in%20Western%20Literature-Routledge%20%282020%29.pdf,English
"The Oxford Handbook of Canadian Literature [Online ed.] 9780199941865, 9780199941872, 0190274542",Cynthia Sugars,2015,https://download.library.lol/main/3014000/80b9fc8735f761984e0f0c9a3bf6efd9/Cynthia%20Sugars%20-%20The%20Oxford%20Handbook%20of%20Canadian%20Literature-Oxford%20University%20Press%20%282015%29.pdf,English
